Lesson,Exercise ID,Type,Prompt,Answer,Audio ID,Has Audio
w3_l7,w3_l7_tr_12,translate,"Թարգմանիր՝ "տոմս"","ticket",000152,NO
w3_l7,w3_l7_mc_13,multiple_choice,"Ընտրիր "լուսանկար"-ի թարգմանությունը","photo",000156,NO
w3_l7,w3_l7_tr_13,translate,"Թարգմանիր՝ "լուսանկար"","photo",000162,NO
w3_l7,w3_l7_mc_14,multiple_choice,"Ընտրիր "հուշանվեր"-ի թարգմանությունը","souvenir",000166,NO
w3_l7,w3_l7_tr_14,translate,"Թարգմանիր՝ "հուշանվեր"","souvenir",000172,NO
w3_l7,w3_l7_mc_15,multiple_choice,"Ընտրիր "պատմություն"-ի թարգմանությունը","history",000176,NO
w3_l7,w3_l7_tr_15,translate,"Թարգմանիր՝ "պատմություն"","history",000182,NO
w3_l7,w3_l7_mc_16,multiple_choice,"Ընտրիր "մշակույթ"-ի թարգմանությունը","culture",000186,NO
w3_l7,w3_l7_tr_16,translate,"Թարգմանիր՝ "մշակույթ"","culture",000192,NO
w3_l7,w3_l7_mc_17,multiple_choice,"Ընտրիր "արվեստ"-ի թարգմանությունը","art",000196,NO
w3_l7,w3_l7_tr_17,translate,"Թարգմանիր՝ "արվեստ"","art",000202,NO
w3_l7,w3_l7_mc_18,multiple_choice,"Ընտրիր "հին"-ի թարգմանությունը","ancient",000206,NO
w3_l7,w3_l7_tr_18,translate,"Թարգմանիր՝ "հին"","ancient",000212,NO
w3_l7,w3_l7_mc_19,multiple_choice,"Ընտրիր "գեղեցիկ"-ի թարգմանությունը","beautiful",000216,NO
w3_l7,w3_l7_tr_19,translate,"Թարգմանիր՝ "գեղեցիկ"","beautiful",000222,NO
w3_l7,w3_l7_mc_20,multiple_choice,"Ընտրիր "տպավորիչ"-ի թարգմանությունը","impressive",000226,NO
w3_l7,w3_l7_tr_20,translate,"Թարգմանիր՝ "տպավորիչ"","impressive",000232,NO
w3_l7,w3_l7_mc_21,multiple_choice,"Ընտրիր "հանրահայտ"-ի թարգմանությունը","famous",000236,NO
w3_l7,w3_l7_tr_21,translate,"Թարգմանիր՝ "հանրահայտ"","famous",000242,NO
w3_l7,w3_l7_mc_22,multiple_choice,"Ընտրիր "այցելել"-ի թարգմանությունը","to visit",000246,NO
w3_l7,w3_l7_tr_22,translate,"Թարգմանիր՝ "այցելել"","to visit",000252,NO
w3_l7,w3_l7_mc_23,multiple_choice,"Ընտրիր "տեսնել"-ի թարգմանությունը","to see",000256,NO
w3_l7,w3_l7_tr_23,translate,"Թարգմանիր՝ "տեսնել"","to see",000262,NO
w3_l7,w3_l7_mc_24,multiple_choice,"Ընտրիր "լուսանկարել"-ի թարգմանությունը","to photograph",000266,NO
w3_l7,w3_l7_tr_24,translate,"Թարգմանիր՝ "լուսանկարել"","to photograph",000272,NO
w3_l7,w3_l7_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",007519,NO
w3_l8,w3_l8_mc_0,multiple_choice,"Ընտրիր "արտակարգ"-ի թարգմանությունը","emergency",000026,NO
w3_l8,w3_l8_tr_0,translate,"Թարգմանիր՝ "արտակարգ"","emergency",000032,NO
w3_l8,w3_l8_mc_1,multiple_choice,"Ընտրիր "օգնություն"-ի թարգմանությունը","help",000036,NO
w3_l8,w3_l8_tr_1,translate,"Թարգմանիր՝ "օգնություն"","help",000042,NO
w3_l8,w3_l8_mc_2,multiple_choice,"Ընտրիր "ոստիկանություն"-ի թարգմանությունը","police",000046,NO
w3_l8,w3_l8_tr_2,translate,"Թարգմանիր՝ "ոստիկանություն"","police",000052,NO
w3_l8,w3_l8_mc_3,multiple_choice,"Ընտրիր "շտապ օգնություն"-ի թարգմանությունը","ambulance",000056,NO
w3_l8,w3_l8_tr_3,translate,"Թարգմանիր՝ "շտապ օգնություն"","ambulance",000062,NO
w3_l8,w3_l8_mc_4,multiple_choice,"Ընտրիր "հրշեջ"-ի թարգմանությունը","fire",000066,NO
w3_l8,w3_l8_tr_4,translate,"Թարգմանիր՝ "հրշեջ"","fire",000072,NO
w3_l8,w3_l8_mc_5,multiple_choice,"Ընտրիր "հիվանդանոց"-ի թարգմանությունը","hospital",000076,NO
w3_l8,w3_l8_tr_5,translate,"Թարգմանիր՝ "հիվանդանոց"","hospital",000082,NO
w3_l8,w3_l8_mc_6,multiple_choice,"Ընտրիր "բժիշկ"-ի թարգմանությունը","doctor",000086,NO
w3_l8,w3_l8_tr_6,translate,"Թարգմանիր՝ "բժիշկ"","doctor",000092,NO
w3_l8,w3_l8_mc_7,multiple_choice,"Ընտրիր "դեղատուն"-ի թարգմանությունը","pharmacy",000096,NO
w3_l8,w3_l8_tr_7,translate,"Թարգմանիր՝ "դեղատուն"","pharmacy",000102,NO
w3_l8,w3_l8_mc_8,multiple_choice,"Ընտրիր "վթար"-ի թարգմանությունը","accident",000106,NO
w3_l8,w3_l8_tr_8,translate,"Թարգմանիր՝ "վթար"","accident",000112,NO
w3_l8,w3_l8_mc_9,multiple_choice,"Ընտրիր "հրդեհ"-ի թարգմանությունը","fire",000116,NO
w3_l8,w3_l8_tr_9,translate,"Թարգմանիր՝ "հրդեհ"","fire",000122,NO
w3_l8,w3_l8_mc_10,multiple_choice,"Ընտրիր "գող"-ի թարգմանությունը","thief",000126,NO
w3_l8,w3_l8_tr_10,translate,"Թարգմանիր՝ "գող"","thief",000132,NO
w3_l8,w3_l8_mc_11,multiple_choice,"Ընտրիր "կորած"-ի թարգմանությունը","lost",000136,NO
w3_l8,w3_l8_tr_11,translate,"Թարգմանիր՝ "կորած"","lost",000142,NO
w3_l8,w3_l8_mc_12,multiple_choice,"Ընտրիր "վնասված"-ի թարգմանությունը","injured",000146,NO
w3_l8,w3_l8_tr_12,translate,"Թարգմանիր՝ "վնասված"","injured",000152,NO
w3_l8,w3_l8_mc_13,multiple_choice,"Ընտրիր "հիվանդ"-ի թարգմանությունը","sick",000156,NO
w3_l8,w3_l8_tr_13,translate,"Թարգմանիր՝ "հիվանդ"","sick",000162,NO
w3_l8,w3_l8_mc_14,multiple_choice,"Ընտրիր "ցավ"-ի թարգմանությունը","pain",000166,NO
w3_l8,w3_l8_tr_14,translate,"Թարգմանիր՝ "ցավ"","pain",000172,NO
w3_l8,w3_l8_mc_15,multiple_choice,"Ընտրիր "արյուն"-ի թարգմանությունը","blood",000176,NO
w3_l8,w3_l8_tr_15,translate,"Թարգմանիր՝ "արյուն"","blood",000182,NO
w3_l8,w3_l8_mc_16,multiple_choice,"Ընտրիր "դեղ"-ի թարգմանությունը","medicine",000186,NO
w3_l8,w3_l8_tr_16,translate,"Թարգմանիր՝ "դեղ"","medicine",000192,NO
w3_l8,w3_l8_mc_17,multiple_choice,"Ընտրիր "հեռախոս"-ի թարգմանությունը","phone",000196,NO
w3_l8,w3_l8_tr_17,translate,"Թարգմանիր՝ "հեռախոս"","phone",000202,NO
w3_l8,w3_l8_mc_18,multiple_choice,"Ընտրիր "զանգել"-ի թարգմանությունը","to call",000206,NO
w3_l8,w3_l8_tr_18,translate,"Թարգմանիր՝ "զանգել"","to call",000212,NO
w3_l8,w3_l8_mc_19,multiple_choice,"Ընտրիր "օգնել"-ի թարգմանությունը","to help",000216,NO
w3_l8,w3_l8_tr_19,translate,"Թարգմանիր՝ "օգնել"","to help",000222,NO
w3_l8,w3_l8_mc_20,multiple_choice,"Ընտրիր "փրկել"-ի թարգմանությունը","to save",000226,NO
w3_l8,w3_l8_tr_20,translate,"Թարգմանիր՝ "փրկել"","to save",000232,NO
w3_l8,w3_l8_mc_21,multiple_choice,"Ընտրիր "վտանգ"-ի թարգմանությունը","danger",000236,NO
w3_l8,w3_l8_tr_21,translate,"Թարգմանիր՝ "վտանգ"","danger",000242,NO
w3_l8,w3_l8_mc_22,multiple_choice,"Ընտրիր "անվտանգ"-ի թարգմանությունը","safe",000246,NO
w3_l8,w3_l8_tr_22,translate,"Թարգմանիր՝ "անվտանգ"","safe",000252,NO
w3_l8,w3_l8_mc_23,multiple_choice,"Ընտրիր "արագ"-ի թարգմանությունը","quickly",000256,NO
w3_l8,w3_l8_tr_23,translate,"Թարգմանիր՝ "արագ"","quickly",000262,NO
w3_l8,w3_l8_mc_24,multiple_choice,"Ընտրիր "խնդիր"-ի թարգմանությունը","problem",000266,NO
w3_l8,w3_l8_tr_24,translate,"Թարգմանիր՝ "խնդիր"","problem",000272,NO
w3_l8,w3_l8_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",007798,NO
w4_l1,w4_l1_mc_0,multiple_choice,"Ընտրիր "դպրոց"-ի թարգմանությունը","school",000026,NO
w4_l1,w4_l1_tr_0,translate,"Թարգմանիր՝ "դպրոց"","school",000032,NO
w4_l1,w4_l1_mc_1,multiple_choice,"Ընտրիր "աշակերտ"-ի թարգմանությունը","pupil",000036,NO
w4_l1,w4_l1_tr_1,translate,"Թարգմանիր՝ "աշակերտ"","pupil",000042,NO
w4_l1,w4_l1_mc_2,multiple_choice,"Ընտրիր "ուսուցիչ"-ի թարգմանությունը","teacher",000046,NO
w4_l1,w4_l1_tr_2,translate,"Թարգմանիր՝ "ուսուցիչ"","teacher",000052,NO
w4_l1,w4_l1_mc_3,multiple_choice,"Ընտրիր "դաս"-ի թարգմանությունը","lesson",000056,NO
w4_l1,w4_l1_tr_3,translate,"Թարգմանիր՝ "դաս"","lesson",000062,NO
w4_l1,w4_l1_mc_4,multiple_choice,"Ընտրիր "դասարան"-ի թարգմանությունը","classroom",000066,NO
w4_l1,w4_l1_tr_4,translate,"Թարգմանիր՝ "դասարան"","classroom",000072,NO
w4_l1,w4_l1_mc_5,multiple_choice,"Ընտրիր "տնային"-ի թարգմանությունը","homework",000076,NO
w4_l1,w4_l1_tr_5,translate,"Թարգմանիր՝ "տնային"","homework",000082,NO
w4_l1,w4_l1_mc_6,multiple_choice,"Ընտրիր "քննություն"-ի թարգմանությունը","exam",000086,NO
w4_l1,w4_l1_tr_6,translate,"Թարգմանիր՝ "քննություն"","exam",000092,NO
w4_l1,w4_l1_mc_7,multiple_choice,"Ընտրիր "գնահատական"-ի թարգմանությունը","grade",000096,NO
w4_l1,w4_l1_tr_7,translate,"Թարգմանիր՝ "գնահատական"","grade",000102,NO
w4_l1,w4_l1_mc_8,multiple_choice,"Ընտրիր "գիրք"-ի թարգմանությունը","book",000106,NO
w4_l1,w4_l1_tr_8,translate,"Թարգմանիր՝ "գիրք"","book",000112,NO
w4_l1,w4_l1_mc_9,multiple_choice,"Ընտրիր "տետր"-ի թարգմանությունը","notebook",000116,NO
w4_l1,w4_l1_tr_9,translate,"Թարգմանիր՝ "տետր"","notebook",000122,NO
w4_l1,w4_l1_mc_10,multiple_choice,"Ընտրիր "գրիչ"-ի թարգմանությունը","pen",000126,NO
w4_l1,w4_l1_tr_10,translate,"Թարգմանիր՝ "գրիչ"","pen",000132,NO
w4_l1,w4_l1_mc_11,multiple_choice,"Ընտրիր "մատիտ"-ի թարգմանությունը","pencil",000136,NO
w4_l1,w4_l1_tr_11,translate,"Թարգմանիր՝ "մատիտ"","pencil",000142,NO
w4_l1,w4_l1_mc_12,multiple_choice,"Ընտրիր "գրատախտակ"-ի թարգմանությունը","blackboard",000146,NO
w4_l1,w4_l1_tr_12,translate,"Թարգմանիր՝ "գրատախտակ"","blackboard",000152,NO
w4_l1,w4_l1_mc_13,multiple_choice,"Ընտրիր "կավիճ"-ի թարգմանությունը","chalk",000156,NO
w4_l1,w4_l1_tr_13,translate,"Թարգմանիր՝ "կավիճ"","chalk",000162,NO
w4_l1,w4_l1_mc_14,multiple_choice,"Ընտրիր "պայուսակ"-ի թարգմանությունը","bag",000166,NO
w4_l1,w4_l1_tr_14,translate,"Թարգմանիր՝ "պայուսակ"","bag",000172,NO
w4_l1,w4_l1_mc_15,multiple_choice,"Ընտրիր "ընդմիջում"-ի թարգմանությունը","break",000176,NO
w4_l1,w4_l1_tr_15,translate,"Թարգմանիր՝ "ընդմիջում"","break",000182,NO
w4_l1,w4_l1_mc_16,multiple_choice,"Ընտրիր "մաթեմատիկա"-ի թարգմանությունը","mathematics",000186,NO
w4_l1,w4_l1_tr_16,translate,"Թարգմանիր՝ "մաթեմատիկա"","mathematics",000192,NO
w4_l1,w4_l1_mc_17,multiple_choice,"Ընտրիր "պատմություն"-ի թարգմանությունը","history",000196,NO
w4_l1,w4_l1_tr_17,translate,"Թարգմանիր՝ "պատմություն"","history",000202,NO
w4_l1,w4_l1_mc_18,multiple_choice,"Ընտրիր "աշխարհագրություն"-ի թարգմանությունը","geography",000206,NO
w4_l1,w4_l1_tr_18,translate,"Թարգմանիր՝ "աշխարհագրություն"","geography",000212,NO
w4_l1,w4_l1_mc_19,multiple_choice,"Ընտրիր "ֆիզիկա"-ի թարգմանությունը","physics",000216,NO
w4_l1,w4_l1_tr_19,translate,"Թարգմանիր՝ "ֆիզիկա"","physics",000222,NO
w4_l1,w4_l1_mc_20,multiple_choice,"Ընտրիր "քիմիա"-ի թարգմանությունը","chemistry",000226,NO
w4_l1,w4_l1_tr_20,translate,"Թարգմանիր՝ "քիմիա"","chemistry",000232,NO
w4_l1,w4_l1_mc_21,multiple_choice,"Ընտրիր "լեզու"-ի թարգմանությունը","language",000236,NO
w4_l1,w4_l1_tr_21,translate,"Թարգմանիր՝ "լեզու"","language",000242,NO
w4_l1,w4_l1_mc_22,multiple_choice,"Ընտրիր "գրականություն"-ի թարգմանությունը","literature",000246,NO
w4_l1,w4_l1_tr_22,translate,"Թարգմանիր՝ "գրականություն"","literature",000252,NO
w4_l1,w4_l1_mc_23,multiple_choice,"Ընտրիր "սպորտ"-ի թարգմանությունը","sport",000256,NO
w4_l1,w4_l1_tr_23,translate,"Թարգմանիր՝ "սպորտ"","sport",000262,NO
w4_l1,w4_l1_mc_24,multiple_choice,"Ընտրիր "արվեստ"-ի թարգմանությունը","art",000266,NO
w4_l1,w4_l1_tr_24,translate,"Թարգմանիր՝ "արվեստ"","art",000272,NO
w4_l1,w4_l1_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",008077,NO
w4_l2,w4_l2_mc_0,multiple_choice,"Ընտրիր "համալսարան"-ի թարգմանությունը","university",000026,NO
w4_l2,w4_l2_tr_0,translate,"Թարգմանիր՝ "համալսարան"","university",000032,NO
w4_l2,w4_l2_mc_1,multiple_choice,"Ընտրիր "ուսանող"-ի թարգմանությունը","student",000036,NO
w4_l2,w4_l2_tr_1,translate,"Թարգմանիր՝ "ուսանող"","student",000042,NO
w4_l2,w4_l2_mc_2,multiple_choice,"Ընտրիր "դասախոս"-ի թարգմանությունը","lecturer",000046,NO
w4_l2,w4_l2_tr_2,translate,"Թարգմանիր՝ "դասախոս"","lecturer",000052,NO
w4_l2,w4_l2_mc_3,multiple_choice,"Ընտրիր "պրոֆեսոր"-ի թարգմանությունը","professor",000056,NO
w4_l2,w4_l2_tr_3,translate,"Թարգմանիր՝ "պրոֆեսոր"","professor",000062,NO
w4_l2,w4_l2_mc_4,multiple_choice,"Ընտրիր "ֆակուլտետ"-ի թարգմանությունը","faculty",000066,NO
w4_l2,w4_l2_tr_4,translate,"Թարգմանիր՝ "ֆակուլտետ"","faculty",000072,NO
w4_l2,w4_l2_mc_5,multiple_choice,"Ընտրիր "մասնագիտություն"-ի թարգմանությունը","major",000076,NO
w4_l2,w4_l2_tr_5,translate,"Թարգմանիր՝ "մասնագիտություն"","major",000082,NO
w4_l2,w4_l2_mc_6,multiple_choice,"Ընտրիր "կուրս"-ի թարգմանությունը","course/year",000086,NO
w4_l2,w4_l2_tr_6,translate,"Թարգմանիր՝ "կուրս"","course/year",000092,NO
w4_l2,w4_l2_mc_7,multiple_choice,"Ընտրիր "սեմեստր"-ի թարգմանությունը","semester",000096,NO
w4_l2,w4_l2_tr_7,translate,"Թարգմանիր՝ "սեմեստր"","semester",000102,NO
w4_l2,w4_l2_mc_8,multiple_choice,"Ընտրիր "լեկցիա"-ի թարգմանությունը","lecture",000106,NO
w4_l2,w4_l2_tr_8,translate,"Թարգմանիր՝ "լեկցիա"","lecture",000112,NO
w4_l2,w4_l2_mc_9,multiple_choice,"Ընտրիր "սեմինար"-ի թարգմանությունը","seminar",000116,NO
w4_l2,w4_l2_tr_9,translate,"Թարգմանիր՝ "սեմինար"","seminar",000122,NO
w4_l2,w4_l2_mc_10,multiple_choice,"Ընտրիր "քննություն"-ի թարգմանությունը","exam",000126,NO
w4_l2,w4_l2_tr_10,translate,"Թարգմանիր՝ "քննություն"","exam",000132,NO
w4_l2,w4_l2_mc_11,multiple_choice,"Ընտրիր "զաչոտ"-ի թարգմանությունը","credit test",000136,NO
w4_l2,w4_l2_tr_11,translate,"Թարգմանիր՝ "զաչոտ"","credit test",000142,NO
w4_l2,w4_l2_mc_12,multiple_choice,"Ընտրիր "դիպլոմ"-ի թարգմանությունը","diploma",000146,NO
w4_l2,w4_l2_tr_12,translate,"Թարգմանիր՝ "դիպլոմ"","diploma",000152,NO
w4_l2,w4_l2_mc_13,multiple_choice,"Ընտրիր "գիտություն"-ի թարգմանությունը","science",000156,NO
w4_l2,w4_l2_tr_13,translate,"Թարգմանիր՝ "գիտություն"","science",000162,NO
w4_l2,w4_l2_mc_14,multiple_choice,"Ընտրիր "հետազոտություն"-ի թարգմանությունը","research",000166,NO
w4_l2,w4_l2_tr_14,translate,"Թարգմանիր՝ "հետազոտություն"","research",000172,NO
w4_l2,w4_l2_mc_15,multiple_choice,"Ընտրիր "գրադարան"-ի թարգմանությունը","library",000176,NO
w4_l2,w4_l2_tr_15,translate,"Թարգմանիր՝ "գրադարան"","library",000182,NO
w4_l2,w4_l2_mc_16,multiple_choice,"Ընտրիր "լաբորատորիա"-ի թարգմանությունը","lab",000186,NO
w4_l2,w4_l2_tr_16,translate,"Թարգմանիր՝ "լաբորատորիա"","lab",000192,NO
w4_l2,w4_l2_mc_17,multiple_choice,"Ընտրիր "հանրակացարան"-ի թարգմանությունը","dorm",000196,NO
w4_l2,w4_l2_tr_17,translate,"Թարգմանիր՝ "հանրակացարան"","dorm",000202,NO
w4_l2,w4_l2_mc_18,multiple_choice,"Ընտրիր "կրթաթոշակ"-ի թարգմանությունը","scholarship",000206,NO
w4_l2,w4_l2_tr_18,translate,"Թարգմանիր՝ "կրթաթոշակ"","scholarship",000212,NO
w4_l2,w4_l2_mc_19,multiple_choice,"Ընտրիր "մագիստրատուրա"-ի թարգմանությունը","master's",000216,NO
w4_l2,w4_l2_tr_19,translate,"Թարգմանիր՝ "մագիստրատուրա"","master's",000222,NO
w4_l2,w4_l2_mc_20,multiple_choice,"Ընտրիր "բակալավրիատ"-ի թարգմանությունը","bachelor's",000226,NO
w4_l2,w4_l2_tr_20,translate,"Թարգմանիր՝ "բակալավրիատ"","bachelor's",000232,NO
w4_l2,w4_l2_mc_21,multiple_choice,"Ընտրիր "ասպիրանտուրա"-ի թարգմանությունը","PhD program",000236,NO
w4_l2,w4_l2_tr_21,translate,"Թարգմանիր՝ "ասպիրանտուրա"","PhD program",000242,NO
w4_l2,w4_l2_mc_22,multiple_choice,"Ընտրիր "գիտաժողով"-ի թարգմանությունը","conference",000246,NO
w4_l2,w4_l2_tr_22,translate,"Թարգմանիր՝ "գիտաժողով"","conference",000252,NO
w4_l2,w4_l2_mc_23,multiple_choice,"Ընտրիր "հոդված"-ի թարգմանությունը","article",000256,NO
w4_l2,w4_l2_tr_23,translate,"Թարգմանիր՝ "հոդված"","article",000262,NO
w4_l2,w4_l2_mc_24,multiple_choice,"Ընտրիր "թեզ"-ի թարգմանությունը","thesis",000266,NO
w4_l2,w4_l2_tr_24,translate,"Թարգմանիր՝ "թեզ"","thesis",000272,NO
w4_l2,w4_l2_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",008356,NO
w4_l3,w4_l3_mc_0,multiple_choice,"Ընտրիր "գրասենյակ"-ի թարգմանությունը","office",000026,NO
w4_l3,w4_l3_tr_0,translate,"Թարգմանիր՝ "գրասենյակ"","office",000032,NO
w4_l3,w4_l3_mc_1,multiple_choice,"Ընտրիր "աշխատակից"-ի թարգմանությունը","employee",000036,NO
